idx,YOLO_pred,LSTM_pred
2970,6,2
2975,6,2
2980,6,2
2985,0,2
2990,0,0
2995,0,0
3000,0,0
3005,0,0
3010,0,0
3015,0,0
3020,0,0
3025,0,0
3030,0,0
3035,0,0
3040,0,0
3045,0,0
3050,0,0
3055,0,0
3060,0,0
3065,0,0
3070,0,0
3075,0,0
3080,0,0
3085,0,0
3090,0,0
3095,0,0
3100,0,0
3105,0,0
3110,0,0
3115,0,0
3120,0,0
3125,0,0
3130,0,0
3135,1,0
3140,1,0
3145,1,0
3150,1,0
3155,1,0
3160,1,0
3165,1,0
3170,1,0
3175,1,0
3180,1,0
3185,1,0
3190,1,0
3195,6,0
3200,6,2
3205,6,2
3210,6,2
3215,6,2
3220,6,2
3225,6,2
3230,6,2
3235,6,2
3240,6,2
3245,6,2
3250,6,2
3255,6,2
3260,6,2
3265,6,2
3270,6,2
3275,6,2
3280,6,2
3285,6,2
3290,6,2
3295,6,2
3300,6,2
3305,6,2
3310,6,2
3315,6,2
3320,6,2
3325,6,2
3330,6,2
3335,6,2
3340,6,2
3345,6,2
3350,6,2
3355,6,2
3360,6,2
3365,6,2
3370,6,2
3375,6,2
3380,6,2
3385,6,2
3390,6,2
3395,6,2
3400,6,2
3405,6,2
3410,6,2
3415,6,2
3420,6,2
3425,6,2
3430,6,2
3435,6,2
3440,6,2
3445,4,2
3450,6,2
3455,6,2
3460,6,2
3465,6,2
3470,6,2
3475,6,2
3480,6,2
3485,6,2
3490,6,2
3495,6,2
3500,6,2
3505,6,2
3510,6,2
3515,6,2
3520,6,2
3525,6,2
3530,6,2
3535,6,2
3540,6,2
3545,6,2
3550,6,2
3555,6,2
3560,6,2
3565,6,2
3570,6,2
3575,6,2
3580,6,2
3585,6,2
3590,6,2
3595,6,2
3600,6,2
3605,6,2
3610,6,2
3615,6,2
3620,6,2
3625,6,2
3630,6,2
3635,6,2
3640,6,2
3645,6,2
3650,6,2
3655,6,2
3660,6,2
3665,2,2
3670,3,2
3675,3,1
3680,3,1
3685,3,1
3690,6,1
3695,6,1
3700,6,1
3705,3,2
3710,3,1
3715,3,1
3720,3,1
3725,3,1
3730,3,1
3735,3,1
3740,3,1
3745,3,1
3750,3,1
3755,3,1
3760,3,1
3765,3,1
3770,3,1
3775,3,1
3780,3,1
3785,4,1
3790,3,1
3795,3,1
3800,3,1
3805,4,1
3810,4,1
3815,4,1
3820,4,1
3825,4,1
3830,4,1
3835,4,1
3840,4,1
3845,6,1
3850,6,1
3855,6,2
3860,6,2
3865,6,2
3870,6,2
3875,6,2
3880,6,2
3885,6,2
3890,6,2
3895,6,2
3900,6,2
3905,6,2
3910,6,2
3915,6,2
3920,6,2
3925,6,2
3930,6,2
3935,6,2
3940,6,2
3945,6,2
3950,6,2
3955,6,2
3960,6,2
3965,6,2
3970,6,2
3975,6,2
3980,6,2
3985,6,2
3990,6,2
3995,0,2
4000,0,0
4005,0,0
4010,0,0
4015,0,0
4020,0,0
4025,0,0
4030,0,0
4035,0,0
4040,0,0
4045,0,0
4050,0,0
4055,0,0
4060,0,0
4065,0,0
4070,0,0
4075,0,0
4080,0,0
4085,0,0
4090,0,0
4095,0,0
4100,0,0
4105,0,0
4110,0,0
4115,0,0
4120,0,0
4125,0,0
4130,0,0
4135,1,0
4140,1,0
4145,1,0
4150,1,0
4155,1,0
4160,1,0
4165,1,0
4170,1,0
4175,1,0
4180,6,0
4185,6,2
4190,6,2
4195,6,2
4200,6,2
4205,6,2
4210,6,2
4215,6,2
4220,6,2
4225,6,2
4230,6,2
4235,6,2
4240,6,2
4245,6,2
4250,6,2
4255,6,2
4260,6,2
4265,4,2
4270,4,2
4275,6,1
4280,4,2
4285,4,1
4290,6,1
4295,4,1
4300,4,1
4305,4,1
4310,4,1
4315,4,1
4320,4,1
4325,4,1
4330,4,1
4335,4,1
4340,4,1
4345,4,1
4350,4,1
4355,4,1
4360,4,1
4365,4,1
4370,4,1
4375,4,1
4380,4,1
4385,4,1
4390,4,1
4395,4,1
4400,4,1
4405,4,1
4410,4,1
4415,4,1
4420,4,1
4425,6,1
4430,4,1
4435,6,1
4440,4,1
4445,4,1
4450,4,1
4455,6,1
4460,4,1
4465,6,1
4470,4,2
4475,4,1
4480,6,1
4485,4,1
4490,6,1
4495,4,0
4500,4,1
4505,4,1
4510,4,1
4515,4,1
4520,4,1
4525,4,1
4530,4,1
4535,4,1
4540,4,1
4545,4,1
4550,4,1
4555,4,1
4560,4,1
4565,4,1
4570,4,1
4575,4,1
4580,6,1
4585,4,1
4590,4,1
4595,4,1
4600,4,1
4605,4,1
4610,4,1
4615,4,1
4620,6,1
4625,4,2
4630,6,2
4635,6,2
4640,6,2
4645,6,2
4650,6,2
4655,6,2
4660,4,2
4665,4,1
4670,4,1
4675,4,1
4680,6,1
4685,6,2
4690,6,2
4695,6,2
4700,4,2
4705,6,2
4710,6,2
4715,6,2
4720,6,2
4725,6,2
4730,6,2
4735,6,2
4740,6,2
4745,6,2
4750,6,2
4755,6,2
4760,6,2
4765,6,2
4770,6,2
4775,6,2
4780,6,2
4785,6,2
4790,6,2
4795,6,2
4800,6,2
4805,6,2
4810,6,2
4815,6,2
4820,6,2
4825,6,2
4830,6,2
4835,6,2
4840,6,2
4845,6,2
4850,6,2
4855,6,2
4860,6,2
4865,6,2
4870,6,2
4875,3,1
4880,3,1
4885,6,1
4890,3,2
4895,3,2
4900,3,1
4905,3,1
4910,3,1
4915,3,1
4920,3,1
4925,4,1
4930,3,1
4935,3,1
4940,3,1
4945,3,1
4950,3,1
4955,3,1
4960,3,1
4965,3,1
4970,3,1
4975,3,1
4980,3,1
4985,4,1
4990,4,1
4995,4,1
5000,4,1
5005,4,1
5010,4,1
5015,4,1
5020,4,1
5025,4,1
5030,4,1
5035,4,1
5040,6,1
5045,6,2
5050,6,2
5055,6,2
5060,6,2
5065,6,2
5070,6,2
5075,6,2
5080,6,2
5085,6,2
5090,6,2
5095,6,2
5100,6,2
5105,6,2
5110,6,2
5115,6,2
5120,6,2
5125,6,2
5130,6,2
5135,6,2
5140,6,2
5145,6,2
5150,6,2
5155,6,2
5160,6,2
5165,6,2
5170,0,2
5175,6,2
5180,6,2
5185,0,2
5190,0,0
5195,0,0
5200,0,0
5205,0,0
5210,0,0
5215,0,0
5220,0,0
5225,0,0
5230,0,0
5235,0,0
5240,0,0
5245,0,0
5250,0,0
5255,0,0
5260,0,0
5265,0,0
5270,0,0
5275,0,0
5280,0,0
5285,0,0
5290,0,0
5295,0,0
5300,0,0
5305,0,0
5310,0,0
5315,0,0
5320,0,0
5325,0,0
5330,1,0
5335,1,0
5340,1,0
5345,1,0
5350,1,0
5355,1,0
5360,6,0
5365,6,0
5370,6,2
5375,6,2
5380,6,2
5385,6,2
5390,6,2
5395,6,2
5400,6,2
5405,6,2
5410,6,2
5415,6,2
5420,6,2
5425,6,2
5430,6,2
5435,6,2
5440,6,2
5445,6,2
5450,6,2
5455,6,2
5460,6,2
5465,6,2
5470,6,2
5475,6,2
5480,4,2
5485,4,1
5490,4,1
5495,4,1
5500,6,1
5505,6,2
5510,4,2
5515,4,0
5520,4,1
5525,4,1
5530,6,1
5535,6,2
5540,6,2
5545,6,2
5550,6,2
5555,6,2
5560,6,2
5565,6,2
5570,4,2
5575,4,2
5580,4,1
5585,4,1
5590,6,1
5595,6,2
5600,6,2
5605,6,2
5610,6,2
5615,6,2
5620,6,2
5625,6,2
5630,6,2
5635,6,2
5640,6,2
5645,6,2
