idx,YOLO_pred,LSTM_pred,YOLO_true,LSTM_true
4,6,2,6,2
8,6,2,6,2
12,6,2,6,2
16,6,2,6,2
20,6,2,6,2
24,6,2,6,2
28,6,2,6,2
32,6,2,6,2
36,6,2,6,2
40,6,2,6,2
44,6,2,6,2
48,6,2,6,2
52,6,2,6,2
56,6,2,6,2
60,6,2,6,2
64,6,2,6,2
68,6,2,6,2
72,6,2,6,2
76,6,2,6,2
80,6,2,6,2
84,6,2,6,2
88,6,2,6,2
92,6,2,6,2
96,6,2,6,2
100,6,2,6,2
104,6,2,6,2
108,6,2,6,2
112,6,2,6,2
116,6,2,6,2
120,6,2,6,2
124,6,2,6,2
128,6,2,6,2
132,6,2,6,2
136,6,2,6,2
140,6,2,6,2
144,6,2,6,2
148,6,2,6,2
152,6,2,6,2
156,1,2,6,2
160,6,0,6,2
164,6,2,6,2
168,6,2,6,2
172,6,2,6,2
176,6,2,6,2
180,6,2,6,2
184,6,2,6,2
188,6,2,6,2
192,3,2,5,1
196,3,1,5,1
200,3,2,5,1
204,3,1,5,1
208,3,1,5,1
212,3,1,5,1
216,3,1,5,1
220,3,1,5,1
224,3,1,5,1
228,6,1,5,1
232,6,2,3,1
236,3,2,3,1
240,3,2,3,1
244,5,0,3,1
248,3,1,3,1
252,5,1,3,1
256,5,2,3,1
260,6,2,3,1
264,3,2,3,1
268,3,1,3,1
272,3,1,3,1
276,4,1,3,1
280,3,1,3,1
284,3,1,3,1
288,3,1,3,1
292,3,1,3,1
296,3,1,3,1
300,3,1,3,1
304,3,1,3,1
308,5,1,3,1
312,3,1,3,1
316,6,1,3,1
320,6,2,3,1
324,6,2,3,1
328,3,2,3,1
332,3,2,3,1
336,3,1,3,1
340,3,1,3,1
344,3,1,3,1
348,3,1,3,1
352,3,1,3,1
356,3,1,3,1
360,3,1,3,1
364,3,1,3,1
368,3,1,3,1
372,3,1,3,1
376,3,2,3,1
380,3,2,3,1
384,3,2,3,1
388,4,2,3,1
392,4,1,4,1
396,4,1,4,1
400,4,1,4,1
404,4,1,4,1
408,4,1,4,1
412,4,1,4,1
416,4,1,4,1
420,4,1,4,1
424,4,1,6,2
428,4,1,6,2
432,4,1,6,2
436,4,1,6,2
440,6,1,6,2
444,6,2,6,2
448,6,2,6,2
452,6,2,6,2
456,6,2,6,2
460,6,2,6,2
464,6,2,6,2
468,6,2,6,2
472,6,2,6,2
476,6,2,6,2
480,6,2,6,2
484,6,2,6,2
488,6,2,6,2
492,6,2,6,2
496,6,2,6,2
500,6,2,6,2
504,6,2,6,2
508,6,2,6,2
512,6,2,6,2
516,6,2,6,2
520,6,2,6,2
524,6,2,6,2
528,6,2,6,2
532,6,2,6,2
536,6,2,6,2
540,6,2,6,2
544,5,2,5,1
548,5,2,5,1
552,5,1,5,1
556,5,1,5,1
560,3,1,5,1
564,3,1,5,1
568,3,1,5,1
572,3,1,3,1
576,3,1,3,1
580,3,1,3,1
584,3,1,3,1
588,3,1,3,1
592,3,1,3,1
596,3,1,3,1
600,3,1,3,1
604,3,1,3,1
608,3,1,3,1
612,3,1,3,1
616,3,1,3,1
620,3,1,3,1
624,3,1,3,1
628,3,1,3,1
632,3,1,3,1
636,3,1,3,1
640,3,1,3,1
644,3,1,3,1
648,3,1,3,1
652,3,1,3,1
656,3,1,3,1
660,3,1,3,1
664,3,1,3,1
668,3,1,3,1
672,5,1,3,1
676,4,1,3,1
680,3,1,3,1
684,3,1,3,1
688,3,1,3,1
692,3,1,3,1
696,3,1,3,1
700,3,1,3,1
704,3,1,3,1
708,3,1,3,1
712,3,1,3,1
716,4,1,3,1
720,4,1,3,1
724,4,1,4,1
728,4,1,4,1
732,4,1,4,1
736,4,1,4,1
740,4,1,4,1
744,4,1,4,1
748,1,1,4,1
752,4,1,4,1
756,4,1,4,1
760,4,1,4,1
764,6,1,6,2
768,6,2,6,2
772,6,2,6,2
776,6,2,6,2
780,6,2,6,2
784,6,2,6,2
788,6,2,6,2
792,6,2,6,2
796,6,2,6,2
800,6,2,6,2
804,6,2,6,2
808,6,2,6,2
812,6,2,6,2
816,6,2,6,2
820,6,2,6,2
824,6,2,6,2
828,6,2,6,2
832,6,2,6,2
836,6,2,6,2
840,6,2,6,2
844,6,2,6,2
848,6,2,6,2
852,6,2,6,2
856,6,2,6,2
860,6,2,6,2
864,6,2,6,2
868,6,2,6,2
872,6,2,6,2
876,6,2,6,2
880,6,2,6,2
884,6,2,6,2
888,6,2,6,2
892,6,2,6,2
896,6,2,6,2
900,6,2,6,2
904,5,2,5,1
908,5,1,5,1
912,5,1,5,1
916,5,1,5,1
920,5,1,5,1
924,5,1,5,1
928,5,1,5,1
932,3,1,5,1
936,3,1,3,1
940,3,1,3,1
944,3,1,3,1
948,3,1,3,1
952,3,2,3,1
956,3,1,3,1
960,3,1,3,1
964,3,1,3,1
968,3,1,3,1
972,3,0,3,1
976,3,1,3,1
980,5,0,3,1
984,6,1,3,1
988,3,2,3,1
992,3,2,3,1
996,3,1,3,1
1000,3,1,3,1
1004,3,1,3,1
1008,3,1,3,1
1012,3,1,3,1
1016,6,1,3,1
1020,3,2,3,1
1024,3,1,3,1
1028,4,1,3,1
1032,4,1,3,1
1036,6,1,3,1
1040,6,2,3,1
1044,6,2,3,1
1048,3,1,3,1
1052,3,1,3,1
1056,4,1,3,1
1060,4,1,3,1
1064,3,1,3,1
1068,3,1,3,1
1072,3,1,3,1
1076,3,1,3,1
1080,3,1,3,1
1084,3,1,3,1
1088,3,1,3,1
1092,3,1,3,1
1096,3,1,3,1
1100,3,2,3,1
1104,3,2,3,1
1108,3,1,3,1
1112,3,1,3,1
1116,3,1,3,1
1120,3,1,3,1
1124,3,1,3,1
1128,3,1,3,1
1132,3,1,3,1
1136,3,1,3,1
1140,3,1,3,1
1144,3,1,3,1
1148,3,1,3,1
1152,3,1,3,1
1156,3,1,3,1
1160,4,1,3,1
1164,4,1,4,1
1168,4,1,4,1
1172,4,1,4,1
1176,4,1,4,1
1180,4,1,4,1
1184,4,1,4,1
1188,4,1,4,1
1192,4,1,4,1
1196,4,1,4,1
1200,4,1,4,1
1204,4,1,4,1
1208,4,1,4,1
1212,4,1,6,2
1216,6,1,6,2
1220,6,1,6,2
1224,6,2,6,2
1228,6,2,6,2
1232,6,2,6,2
1236,6,2,6,2
1240,6,2,6,2
1244,6,2,6,2
1248,6,2,6,2
1252,6,2,6,2
1256,6,2,6,2
1260,6,2,6,2
1264,6,2,6,2
1268,6,2,6,2
1272,6,2,6,2
1276,6,2,6,2
1280,6,2,6,2
1284,6,2,6,2
1288,6,2,6,2
1292,6,2,6,2
1296,6,2,6,2
1300,6,2,6,2
1304,6,2,6,2
1308,6,2,6,2
1312,6,2,6,2
1316,6,2,6,2
1320,6,2,6,2
1324,6,2,6,2
1328,6,2,6,2
1332,6,2,6,2
1336,6,2,6,2
1340,6,2,6,2
1344,6,2,6,2
1348,6,2,6,2
1352,0,2,6,2
1356,0,0,6,2
1360,1,0,6,2
1364,1,0,6,2
1368,6,0,2,0
1372,6,2,2,0
1376,6,2,2,0
1380,0,2,2,0
1384,2,0,2,0
1388,2,0,2,0
1392,2,0,2,0
1396,2,0,2,0
1400,0,0,2,0
1404,0,0,0,0
1408,0,0,0,0
1412,0,0,0,0
1416,0,0,0,0
1420,0,0,0,0
1424,0,0,0,0
1428,0,0,0,0
1432,0,0,0,0
1436,0,0,0,0
1440,0,0,0,0
1444,0,0,0,0
1448,0,0,0,0
1452,0,0,0,0
1456,0,0,0,0
1460,0,0,0,0
1464,0,0,0,0
1468,0,0,0,0
1472,0,0,0,0
1476,0,0,0,0
1480,0,0,0,0
1484,0,0,0,0
1488,0,0,0,0
1492,0,0,0,0
1496,0,0,0,0
1500,0,0,0,0
1504,0,0,0,0
1508,0,0,0,0
1512,0,0,0,0
1516,0,0,0,0
1520,0,0,0,0
1524,0,0,0,0
1528,0,0,0,0
1532,0,0,0,0
1536,0,0,0,0
1540,0,0,0,0
1544,0,0,0,0
1548,0,0,0,0
1552,0,0,0,0
1556,0,0,0,0
1560,0,0,0,0
1564,0,0,0,0
1568,0,0,0,0
1572,0,0,0,0
1576,0,0,0,0
1580,0,0,0,0
1584,0,0,0,0
1588,0,0,0,0
1592,0,0,0,0
1596,0,0,0,0
1600,0,0,0,0
1604,0,0,0,0
1608,0,0,0,0
1612,0,0,0,0
1616,0,0,0,0
1620,0,0,0,0
1624,0,0,0,0
1628,0,0,0,0
1632,0,0,0,0
1636,0,0,0,0
1640,0,0,0,0
1644,0,0,0,0
1648,0,0,0,0
1652,0,0,0,0
1656,0,0,0,0
1660,0,0,0,0
1664,0,0,0,0
1668,0,0,0,0
1672,0,0,1,0
1676,0,0,1,0
1680,0,0,1,0
1684,1,0,1,0
1688,1,0,1,0
1692,1,0,1,0
1696,6,0,1,0
1700,1,2,1,0
1704,1,0,1,0
1708,6,0,1,0
1712,6,2,6,2
1716,6,2,6,2
1720,6,2,6,2
1724,6,2,6,2
1728,6,2,6,2
1732,6,2,6,2
1736,6,2,6,2
1740,6,2,6,2
1744,6,2,6,2
1748,6,2,6,2
1752,6,2,6,2
1756,6,2,6,2
1760,6,2,6,2
1764,6,2,6,2
1768,6,2,6,2
1772,6,2,6,2
1776,6,2,6,2
1780,6,2,6,2
1784,6,2,6,2
1788,6,2,6,2
1792,6,2,6,2
1796,6,2,6,2
1800,6,2,6,2
1804,6,2,6,2
1808,6,2,6,2
1812,6,2,6,2
1816,6,2,6,2
1820,6,2,6,2
1824,6,2,6,2
1828,6,2,6,2
1832,0,2,6,2
1836,6,0,6,2
1840,6,2,6,2
1844,0,2,6,2
1848,0,0,6,2
1852,0,0,6,2
1856,0,0,6,2
1860,0,0,6,2
1864,0,0,6,2
1868,0,0,6,2
1872,0,0,2,0
1876,0,0,2,0
1880,0,0,2,0
1884,0,0,2,0
1888,0,0,2,0
1892,0,2,2,0
1896,0,0,2,0
1900,3,0,2,0
1904,2,0,2,0
1908,2,0,2,0
1912,2,0,2,0
1916,2,0,2,0
1920,2,0,2,0
1924,3,0,2,0
1928,3,0,0,0
1932,2,0,0,0
1936,3,0,0,0
1940,3,0,0,0
1944,3,1,0,0
1948,3,0,0,0
1952,2,0,0,0
1956,2,0,0,0
1960,3,1,0,0
1964,0,1,0,0
1968,3,0,0,0
1972,3,1,0,0
1976,3,1,0,0
1980,3,1,0,0
1984,2,0,0,0
1988,2,0,0,0
1992,3,0,0,0
1996,3,1,0,0
2000,3,1,0,0
2004,3,1,0,0
2008,3,1,0,0
2012,0,0,0,0
2016,0,0,0,0
2020,0,0,0,0
2024,0,0,0,0
2028,0,0,0,0
2032,0,0,0,0
2036,0,0,0,0
2040,0,0,0,0
2044,0,0,0,0
2048,0,0,0,0
2052,0,0,0,0
2056,0,0,0,0
2060,6,2,0,0
2064,6,2,1,0
2068,6,2,1,0
2072,6,2,1,0
2076,6,2,1,0
2080,6,2,1,0
2084,6,2,1,0
2088,6,2,6,2
2092,6,2,6,2
2096,6,2,6,2
2100,6,2,6,2
2104,6,2,6,2
2108,6,2,6,2
2112,6,2,6,2
2116,6,2,6,2
2120,6,2,6,2
2124,6,2,6,2
2128,6,2,6,2
2132,6,2,6,2
2136,6,2,6,2
2140,6,2,6,2
2144,6,2,6,2
2148,6,2,6,2
2152,6,2,6,2
2156,6,2,6,2
2160,6,2,6,2
2164,6,2,6,2
2168,6,2,6,2
2172,6,2,6,2
2176,6,2,6,2
2180,6,2,6,2
2184,6,2,6,2
2188,6,2,6,2
2192,0,2,6,2
