idx,YOLO_pred,LSTM_pred,YOLO_true,LSTM_true
10,6,2,6,2
20,6,2,6,2
30,6,2,6,2
40,6,2,6,2
50,6,2,6,2
60,6,2,6,2
70,6,2,6,2
80,6,2,6,2
90,6,2,6,2
100,6,2,6,2
110,6,2,6,2
120,6,2,6,2
130,6,2,6,2
140,6,2,6,2
150,6,2,6,2
160,6,1,6,2
170,6,2,6,2
180,6,2,6,2
190,6,2,6,2
200,3,1,5,1
210,3,1,5,1
220,3,1,5,1
230,6,1,5,1
240,3,1,3,1
250,5,1,3,1
260,6,1,3,1
270,3,1,3,1
280,3,1,3,1
290,3,1,3,1
300,3,1,3,1
310,3,1,3,1
320,6,1,3,1
330,3,2,3,1
340,3,1,3,1
350,3,1,3,1
360,3,1,3,1
370,3,1,3,1
380,3,1,3,1
390,4,1,3,1
400,4,1,4,1
410,4,1,4,1
420,4,1,4,1
430,4,1,6,2
440,6,1,6,2
450,6,2,6,2
460,6,2,6,2
470,6,2,6,2
480,6,2,6,2
490,6,2,6,2
500,6,2,6,2
510,6,2,6,2
520,6,2,6,2
530,6,2,6,2
540,6,2,6,2
550,5,1,5,1
560,3,1,5,1
570,3,1,5,1
580,3,1,3,1
590,3,1,3,1
600,3,1,3,1
610,3,1,3,1
620,3,1,3,1
630,3,1,3,1
640,3,1,3,1
650,3,1,3,1
660,3,1,3,1
670,5,1,3,1
680,3,1,3,1
690,3,1,3,1
700,3,1,3,1
710,3,1,3,1
720,4,1,3,1
730,4,1,4,1
740,4,1,4,1
750,4,1,4,1
760,4,1,4,1
770,6,2,6,2
780,6,2,6,2
790,6,2,6,2
800,6,2,6,2
810,6,2,6,2
820,6,2,6,2
830,6,2,6,2
840,6,2,6,2
850,6,2,6,2
860,6,2,6,2
870,6,2,6,2
880,6,2,6,2
890,6,2,6,2
900,6,2,6,2
910,5,1,5,1
920,5,1,5,1
930,3,1,5,1
940,3,1,3,1
950,3,1,3,1
960,3,1,3,1
970,5,1,3,1
980,5,1,3,1
990,6,1,3,1
1000,3,1,3,1
1010,3,1,3,1
1020,3,1,3,1
1030,4,1,3,1
1040,6,1,3,1
1050,3,2,3,1
1060,4,1,3,1
1070,3,1,3,1
1080,3,1,3,1
1090,3,1,3,1
1100,3,1,3,1
1110,3,1,3,1
1120,3,1,3,1
1130,3,1,3,1
1140,3,1,3,1
1150,3,1,3,1
1160,4,1,3,1
1170,4,1,4,1
1180,4,1,4,1
1190,4,1,4,1
1200,4,1,4,1
1210,4,1,4,1
1220,6,1,6,2
1230,6,2,6,2
1240,6,2,6,2
1250,6,2,6,2
1260,6,2,6,2
1270,6,2,6,2
1280,6,2,6,2
1290,6,2,6,2
1300,6,2,6,2
1310,6,2,6,2
1320,6,2,6,2
1330,6,2,6,2
1340,6,2,6,2
1350,1,2,6,2
1360,1,0,6,2
1370,6,2,2,0
1380,0,2,2,0
1390,2,0,2,0
1400,0,0,2,0
1410,0,0,0,0
1420,0,0,0,0
1430,0,0,0,0
1440,0,0,0,0
1450,0,0,0,0
1460,0,0,0,0
1470,0,0,0,0
1480,0,0,0,0
1490,0,0,0,0
1500,0,0,0,0
1510,0,0,0,0
1520,0,0,0,0
1530,0,0,0,0
1540,0,0,0,0
1550,0,0,0,0
1560,0,0,0,0
1570,0,0,0,0
1580,0,0,0,0
1590,0,0,0,0
1600,0,0,0,0
1610,0,0,0,0
1620,0,0,0,0
1630,0,0,0,0
1640,0,0,0,0
1650,0,0,0,0
1660,0,0,0,0
1670,0,0,0,0
1680,0,0,1,0
1690,1,0,1,0
1700,1,0,1,0
1710,6,1,1,0
1720,6,2,6,2
1730,6,2,6,2
1740,6,2,6,2
1750,6,2,6,2
1760,6,2,6,2
1770,6,2,6,2
1780,6,2,6,2
1790,6,2,6,2
1800,6,2,6,2
1810,6,2,6,2
1820,6,2,6,2
1830,6,2,6,2
1840,6,1,6,2
1850,0,0,6,2
1860,0,0,6,2
1870,0,0,6,2
1880,0,0,2,0
1890,3,0,2,0
1900,3,0,2,0
1910,2,0,2,0
1920,2,0,2,0
1930,3,1,0,0
1940,3,0,0,0
1950,3,1,0,0
1960,3,0,0,0
1970,3,1,0,0
1980,3,1,0,0
1990,3,1,0,0
2000,3,1,0,0
2010,0,1,0,0
2020,0,0,0,0
2030,0,0,0,0
2040,0,0,0,0
2050,0,0,0,0
2060,6,0,0,0
2070,6,2,1,0
2080,6,2,1,0
2090,6,2,6,2
2100,6,2,6,2
2110,6,2,6,2
2120,6,2,6,2
2130,6,2,6,2
2140,6,2,6,2
2150,6,2,6,2
2160,6,2,6,2
2170,6,2,6,2
2180,6,2,6,2
2190,0,2,6,2
2200,0,0,6,2
2210,0,0,2,0
2220,0,0,2,0
2230,0,0,2,0
2240,0,0,2,0
2250,0,0,2,0
2260,0,0,2,0
2270,0,0,0,0
2280,0,0,0,0
2290,0,0,0,0
2300,2,0,0,0
2310,0,0,0,0
2320,0,0,0,0
2330,2,0,0,0
2340,2,1,0,0
2350,0,0,0,0
2360,3,1,0,0
2370,3,1,0,0
2380,3,1,0,0
2390,4,1,0,0
2400,1,0,1,0
2410,6,0,1,0
2420,6,2,1,0
2430,6,2,6,2
2440,6,2,6,2
2450,6,2,6,2
2460,6,2,6,2
2470,6,2,6,2
2480,6,2,6,2
2490,6,2,6,2
2500,6,2,6,2
2510,6,2,6,2
2520,6,2,6,2
2530,6,2,6,2
2540,6,2,6,2
2550,6,2,6,2
2560,6,2,6,2
2570,6,2,6,2
2580,6,2,6,2
