6,1.361236470764915e-11,6.260246210310072e-10,1.840218429027818e-11,1.0468823319342846e-07,3.302497120216685e-08,4.940163123023922e-08,0.9999998807907104
6,1.7673029706344323e-10,6.465523672005702e-10,2.1949293077527798e-11,9.965574321313397e-08,5.638852229594704e-08,8.08184381639876e-08,0.9999997615814209
6,5.1283036844873564e-11,1.9675274742780857e-09,6.800896217712404e-12,3.520144389312918e-07,1.3127255726885778e-08,4.364309358351193e-09,0.9999996423721313
6,6.254868584881779e-12,2.1950648243507231e-10,1.72050730867096e-12,1.0051383014797466e-07,5.968538108191979e-09,8.73734917750113e-10,0.9999998807907104
6,1.8652301925214942e-11,1.7138153118878563e-09,2.819871072756719e-12,1.4866078856812237e-07,2.5752861176897568e-08,5.925804291706527e-10,0.9999998807907104
6,8.550583852073856e-12,8.624648550892289e-09,5.720118823049347e-12,4.6162853095665923e-08,9.132547162948867e-09,1.860427645272722e-10,1.0
6,4.5050439073657245e-11,6.933722485058524e-09,2.13957302395984e-12,2.9510996313319993e-08,1.743357103123344e-08,7.52702622452972e-10,1.0
6,3.423767866439498e-11,1.822701989340203e-09,2.0354284663987032e-12,1.0236789194095763e-08,1.0658635751781276e-08,2.389972442173871e-09,1.0
6,4.879126616619267e-12,2.8881073088626863e-09,4.0145759438135753e-13,6.625874293675338e-10,5.549533277360297e-09,1.2271558769150204e-10,1.0
6,1.275149430490785e-10,6.896319604265955e-08,6.004698691400301e-13,1.1043105319075153e-09,1.5516155826844624e-07,5.3463716093160585e-11,0.9999997615814209
6,8.668999545990985e-12,2.294897427645992e-08,1.8565884777905356e-14,3.959674255149537e-11,4.5012029659119435e-08,4.397913457021563e-12,1.0
6,1.1287807494264612e-10,6.578682132385438e-08,5.962403422550555e-13,8.285156588572207e-11,7.482357489152491e-08,5.578593836874646e-11,0.9999997615814209
6,6.311526301594483e-10,1.554574851070356e-06,6.093485091507311e-12,2.0384613441670751e-10,2.1597227828351606e-07,1.3515231989114085e-10,0.9999982118606567
6,2.6656379326084334e-09,2.0164445686532417e-06,5.5207570286153196e-12,8.858287436908086e-10,1.5195789728750242e-06,1.2348762290503856e-10,0.9999964237213135
6,1.8100947407617696e-09,1.0219110663456377e-05,1.519238380931487e-11,4.901620775932258e-10,3.086123570028576e-06,3.3590530357230364e-10,0.9999866485595703
6,2.435810719791931e-10,6.671179107797798e-06,7.865956150321374e-13,5.005855452377972e-11,1.8245259525428992e-06,6.625915788260883e-11,0.9999915361404419
6,1.7446298572476593e-10,2.967349428217858e-05,2.0001410467110348e-13,7.2588658174554954e-12,9.995611435442697e-06,2.4953362293134163e-11,0.9999603033065796
