idx,YOLO_pred,LSTM_pred,YOLO_true,LSTM_true
4,6,2,6,2
8,6,2,6,2
12,6,2,6,2
16,6,2,6,2
20,6,2,6,2
24,6,2,6,2
28,6,2,6,2
32,6,2,6,2
36,6,2,6,2
40,6,2,6,2
44,6,2,6,2
48,6,2,6,2
52,6,2,6,2
56,6,2,6,2
60,6,2,6,2
64,6,2,6,2
68,6,2,6,2
72,6,2,6,2
76,6,2,6,2
80,6,2,6,2
84,6,2,6,2
88,6,2,6,2
92,6,2,6,2
96,6,2,6,2
100,6,2,6,2
104,6,2,6,2
108,6,2,6,2
112,6,2,6,2
116,6,2,6,2
120,6,2,6,2
124,6,2,6,2
128,6,2,6,2
132,6,2,6,2
136,6,2,6,2
140,6,2,6,2
144,5,2,5,1
148,5,2,5,1
152,5,1,5,1
156,5,1,5,1
160,5,1,5,1
164,5,1,5,1
168,3,1,5,1
172,3,1,5,1
176,3,1,5,1
180,3,1,5,1
184,3,1,3,1
188,3,1,3,1
192,3,1,3,1
196,3,1,3,1
200,3,1,3,1
204,3,1,3,1
208,3,1,3,1
212,3,1,3,1
216,3,1,3,1
220,3,1,3,1
224,3,1,3,1
228,3,1,3,1
232,3,1,3,1
236,3,1,3,1
240,3,1,3,1
244,3,1,3,1
248,3,1,3,1
252,3,1,3,1
256,3,1,3,1
260,3,1,3,1
264,3,1,3,1
268,3,1,3,1
272,3,1,3,1
276,3,1,3,1
280,3,1,3,1
284,3,1,3,1
288,3,1,3,1
292,3,1,3,1
296,3,1,3,1
300,3,1,3,1
304,3,1,3,1
308,3,1,3,1
312,3,1,3,1
316,3,1,3,1
320,3,1,3,1
324,3,1,3,1
328,3,1,3,1
332,4,1,4,1
336,3,1,4,1
340,4,1,4,1
344,4,1,4,1
348,4,1,4,1
352,4,1,4,1
356,4,1,4,1
360,4,1,4,1
364,4,1,4,1
368,4,1,4,1
372,4,1,4,1
376,4,1,4,1
380,4,1,4,1
384,4,1,4,1
388,4,1,4,1
392,4,1,6,1
396,6,1,6,2
400,6,2,6,2
404,6,2,6,2
408,6,2,6,2
412,6,2,6,2
416,6,2,6,2
420,6,2,6,2
424,6,2,6,2
428,6,2,6,2
432,6,2,6,2
436,6,2,6,2
440,6,2,6,2
444,6,2,6,2
448,6,2,6,2
452,6,2,6,2
456,6,2,6,2
460,6,2,6,2
464,6,2,6,2
468,6,2,6,2
472,6,2,6,2
476,6,2,6,2
480,6,2,6,2
484,6,2,6,2
488,6,2,6,2
492,6,2,6,2
496,6,2,6,2
500,6,2,6,2
504,6,2,6,2
508,6,2,6,2
512,6,2,6,2
516,6,2,6,2
520,6,2,6,2
524,6,2,6,2
528,6,2,6,2
532,6,2,6,2
536,6,2,6,2
540,6,2,6,2
544,6,2,6,2
548,6,2,6,2
552,6,2,6,2
556,6,2,6,2
560,6,2,6,2
564,6,2,6,2
568,6,2,6,2
572,6,2,6,2
576,6,2,6,2
580,6,2,6,2
584,6,2,6,2
588,6,2,6,2
592,6,2,6,2
596,6,2,6,2
600,6,2,6,2
604,6,2,6,2
608,6,2,6,2
612,6,2,2,0
616,6,2,2,0
620,2,2,2,0
624,2,2,2,0
628,2,0,2,0
632,2,0,2,0
636,2,0,2,0
640,2,0,2,0
644,2,0,2,0
648,2,0,2,0
652,2,0,0,0
656,2,0,0,0
660,2,0,0,0
664,0,0,0,0
668,0,0,0,0
672,0,0,0,0
676,0,0,0,0
680,0,0,0,0
684,0,0,0,0
688,0,0,0,0
692,0,0,0,0
696,0,0,0,0
700,0,0,0,0
704,0,0,0,0
708,0,0,0,0
712,0,0,0,0
716,0,0,0,0
720,0,0,0,0
724,0,0,0,0
728,0,0,0,0
732,0,0,0,0
736,0,0,0,0
740,0,0,0,0
744,0,0,0,0
748,0,0,0,0
752,0,0,0,0
756,0,0,0,0
760,0,0,0,0
764,0,0,0,0
768,0,0,0,0
772,0,0,0,0
776,0,0,0,0
780,0,0,0,0
784,0,0,0,0
788,0,0,0,0
792,0,0,0,0
796,0,0,0,0
800,0,0,0,0
804,0,0,0,0
808,0,0,0,0
812,0,0,0,0
816,0,0,0,0
820,0,0,0,0
824,0,0,1,0
828,0,0,1,0
832,1,0,1,0
836,1,0,1,0
840,1,0,1,0
844,1,0,1,0
848,1,0,1,0
852,1,0,1,0
856,1,0,1,0
860,1,0,1,0
864,6,0,1,0
868,6,2,1,0
872,6,2,6,2
876,6,2,6,2
880,6,2,6,2
884,6,2,6,2
888,6,2,6,2
892,6,2,6,2
896,6,2,6,2
900,6,2,6,2
904,6,2,6,2
908,6,2,6,2
912,6,2,6,2
916,6,2,6,2
920,6,2,6,2
924,6,2,6,2
928,6,2,6,2
932,6,2,6,2
936,6,2,6,2
940,6,2,6,2
944,6,2,6,2
948,6,2,6,2
952,6,2,6,2
956,6,2,6,2
960,6,2,6,2
964,6,2,6,2
968,6,2,6,2
972,6,2,6,2
976,6,2,6,2
980,6,2,6,2
