idx,YOLO_pred,LSTM_pred,YOLO_true,LSTM_true
10,6,2,6,2
20,6,2,6,2
30,6,2,6,2
40,6,2,6,2
50,6,2,6,2
60,6,2,6,2
70,6,2,6,2
80,6,2,6,2
90,6,2,6,2
100,6,2,6,2
110,6,2,6,2
120,6,2,6,2
130,6,2,6,2
140,6,2,6,2
150,5,1,5,1
160,5,1,5,1
170,3,1,5,1
180,3,1,5,1
190,3,1,3,1
200,3,1,3,1
210,3,1,3,1
220,3,1,3,1
230,3,1,3,1
240,3,1,3,1
250,3,1,3,1
260,3,1,3,1
270,3,1,3,1
280,3,1,3,1
290,3,1,3,1
300,3,1,3,1
310,3,1,3,1
320,3,1,3,1
330,3,1,3,1
340,4,1,4,1
350,4,1,4,1
360,4,1,4,1
370,4,1,4,1
380,4,1,4,1
390,4,1,4,1
400,6,1,6,2
410,6,2,6,2
420,6,2,6,2
430,6,2,6,2
440,6,2,6,2
450,6,2,6,2
460,6,2,6,2
470,6,2,6,2
480,6,2,6,2
490,6,2,6,2
500,6,2,6,2
510,6,2,6,2
520,6,2,6,2
530,6,2,6,2
540,6,2,6,2
550,6,2,6,2
560,6,2,6,2
570,6,2,6,2
580,6,2,6,2
590,6,2,6,2
600,6,2,6,2
610,6,2,6,2
620,2,2,2,0
630,2,0,2,0
640,2,0,2,0
650,2,0,2,0
660,2,0,0,0
670,0,0,0,0
680,0,0,0,0
690,0,0,0,0
700,0,0,0,0
710,0,0,0,0
720,0,0,0,0
730,0,0,0,0
740,0,0,0,0
750,0,0,0,0
760,0,0,0,0
770,0,0,0,0
780,0,0,0,0
790,0,0,0,0
800,0,0,0,0
810,0,0,0,0
820,0,0,0,0
830,1,0,1,0
840,1,0,1,0
850,1,0,1,0
860,1,0,1,0
870,6,2,1,0
880,6,2,6,2
890,6,2,6,2
900,6,2,6,2
910,6,2,6,2
920,6,2,6,2
930,6,2,6,2
940,6,2,6,2
950,6,2,6,2
960,6,2,6,2
970,6,2,6,2
980,6,2,6,2
