0,334
0.01,331
0.02,339
0.03,337
0.04,335
0.05,338
0.06,336
0.07,341
0.08,343
0.09,340
0.1,339
0.11,338
0.12,339
0.13,338
0.14,338
0.15,337
0.16,337
0.17,339
0.18,337
0.19,338
0.2,339
0.21,338
0.22,337
0.23,338
0.24,338
0.25,339
0.26,338
0.27,338
0.28,339
0.29,338
0.3,338
0.31,339
0.32,338
0.33,338
0.34,337
0.35,338
0.36,338
0.37,338
0.38,339
0.39,338
0.4,337
0.41,338
0.42,338
0.43,338
0.44,339
0.45,337
0.46,338
0.47,338
0.48,337
0.49,338
0.5,343
0.51,335
0.52,336
0.53,338
0.54,331
0.55,338
0.56,336
0.57,343
0.58,326
0.59,336
0.6,337
0.61,337
0.62,329
0.63,333
0.64,337
0.65,334
0.66,339
0.67,338
0.68,338
0.69,337
0.7,336
0.71,336
0.72,336
0.73,335
0.74,336
0.75,338
0.76,337
0.77,337
0.78,338
0.79,336
0.8,337
0.81,338
0.82,337
0.83,337
0.84,339
0.85,338
0.86,338
0.87,337
0.88,337
0.89,338
0.9,339
0.91,338
0.92,339
0.93,338
0.94,337
0.95,336
0.96,338
0.97,337
0.98,336
0.99,340
1,331
1.01,336
1.02,339
1.03,366
1.04,328
1.05,352
1.06,304
1.07,329
1.08,337
1.09,336
1.1,337
1.11,339
1.12,338
1.13,337
1.14,337
1.15,336
1.16,338
1.17,338
1.18,337
1.19,338
1.2,338
1.21,338
1.22,338
1.23,338
1.24,338
1.25,337
1.26,339
1.27,339
1.28,336
1.29,337
1.3,338
1.31,339
1.32,337
1.33,338
1.34,340
1.35,338
1.36,338
1.37,338
1.38,339
1.39,340
1.4,339
1.41,341
1.42,341
1.43,338
1.44,337
1.45,338
1.46,337
1.47,333
1.48,338
1.49,338
1.5,338
1.51,339
1.52,339
1.53,338
1.54,337
1.55,339
1.56,338
1.57,338
1.58,339
1.59,338
1.6,338
1.61,338
1.62,339
1.63,336
1.64,335
1.65,337
1.66,339
1.67,336
1.68,338
1.69,340
1.7,339
1.71,339
1.72,336
1.73,336
1.74,335
1.75,349
1.76,336
1.77,348
1.78,319
1.79,348
1.8,321
1.81,327
1.82,340
1.83,339
1.84,337
1.85,337
1.86,337
1.87,339
1.88,338
1.89,338
1.9,337
1.91,339
1.92,338
1.93,337
1.94,339
1.95,338
1.96,338
1.97,339
1.98,338
1.99,338
2,339
2.01,339
2.02,339
2.03,336
2.04,338
2.05,340
2.06,341
2.07,338
2.08,341
2.09,340
2.1,340
2.11,330
2.12,342
2.13,345
2.14,336
2.15,345
2.16,336
2.17,335
2.18,331
2.19,331
2.2,337
2.21,338
2.22,340
2.23,343
2.24,339
2.25,337
2.26,339
2.27,338
2.28,338
2.29,339
2.3,339
2.31,339
2.32,337
2.33,339
2.34,338
2.35,338
2.36,339
2.37,339
2.38,338
2.39,338
2.4,338
2.41,338
2.42,340
2.43,339
2.44,339
2.45,339
2.46,343
2.47,341
2.48,338
2.49,343
2.5,319
2.51,344
2.52,345
2.53,356
2.54,337
2.55,339
2.56,338
2.57,337
2.58,339
2.59,340
2.6,339
2.61,339
2.62,338
2.63,337
2.64,339
2.65,339
2.66,338
2.67,339
2.68,340
2.69,339
2.7,339
2.71,338
2.72,339
2.73,340
2.74,339
2.75,338
2.76,333
2.77,339
2.78,345
2.79,337
2.8,336
2.81,338
2.82,331
2.83,339
2.84,342
2.85,335
2.86,340
2.87,337
2.88,340
2.89,340
2.9,339
2.91,338
2.92,339
2.93,339
2.94,339
2.95,339
2.96,338
2.97,339
2.98,340
2.99,339
3,340
3.01,339
3.02,340
3.03,339
3.04,339
3.05,336
3.06,339
3.07,339
3.08,344
3.09,339
3.1,341
3.11,339
3.12,343
3.13,342
3.14,340
3.15,349
3.16,331
3.17,340
3.18,338
3.19,342
3.2,342
3.21,339
3.22,339
3.23,339
3.24,340
3.25,339
3.26,340
3.27,340
3.28,339
3.29,338
3.3,339
3.31,340
3.32,337
3.33,339
3.34,339
3.35,340
3.36,339
3.37,339
3.38,340
3.39,339
3.4,339
3.41,340
3.42,339
3.43,341
3.44,339
3.45,340
3.46,339
3.47,338
3.48,339
3.49,340
3.5,343
3.51,339
3.52,340
3.53,341
3.54,331
3.55,340
3.56,339
3.57,340
3.58,338
3.59,340
3.6,339
3.61,339
3.62,340
3.63,339
3.64,339
3.65,339
3.66,340
3.67,340
3.68,339
3.69,339
3.7,340
3.71,340
3.72,339
3.73,339
3.74,340
3.75,340
3.76,340
3.77,339
3.78,340
3.79,340
3.8,340
3.81,340
3.82,340
3.83,338
3.84,341
3.85,340
3.86,340
3.87,337
3.88,338
3.89,338
3.9,339
3.91,344
3.92,338
3.93,341
3.94,340
3.95,340
3.96,338
3.97,338
3.98,340
3.99,339
4,339
4.01,339
4.02,339
4.03,339
4.04,340
4.05,338
4.06,340
4.07,346
4.08,341
4.09,335
4.1,337
4.11,339
4.12,341
4.13,342
4.14,340
4.15,338
4.16,338
4.17,340
4.18,339
4.19,340
4.2,339
4.21,340
4.22,338
4.23,339
4.24,337
4.25,343
4.26,338
4.27,341
4.28,338
4.29,340
4.3,340
4.31,340
4.32,340
4.33,339
4.34,339
4.35,339
4.36,339
4.37,339
4.38,340
4.39,340
4.4,340
4.41,338
4.42,339
4.43,339
4.44,340
4.45,339
4.46,339
4.47,340
4.48,338
4.49,340
4.5,340
4.51,340
4.52,340
4.53,340
4.54,340
4.55,340
4.56,340
4.57,340
4.58,343
4.59,337
4.6,338
4.61,339
4.62,341
4.63,339
4.64,338
4.65,335
4.66,340
4.67,338
4.68,340
4.69,339
4.7,340
4.71,340
4.72,339
4.73,339
4.74,340
4.75,339
4.76,340
4.77,340
4.78,340
4.79,339
4.8,339
4.81,339
4.82,337
4.83,338
4.84,330
4.85,362
4.86,336
4.87,340
4.88,340
4.89,339
4.9,340
4.91,340
4.92,337
4.93,340
4.94,336
4.95,335
4.96,340
4.97,342
4.98,335
4.99,340
5,340
5.01,332
5.02,341
5.03,342
5.04,338
5.05,340
5.06,341
5.07,338
5.08,340
5.09,340
5.1,333
5.11,338
5.12,340
5.13,339
5.14,339
5.15,339
5.16,339
5.17,338
5.18,340
5.19,340
5.2,349
5.21,338
5.22,354
5.23,346
5.24,377
5.25,334
5.26,337
5.27,333
5.28,339
5.29,337
5.3,341
5.31,332
5.32,337
5.33,341
5.34,348
5.35,345
5.36,347
5.37,348
5.38,341
5.39,341
5.4,342
5.41,340
5.42,340
5.43,338
5.44,339
5.45,337
5.46,337
5.47,339
5.48,339
5.49,339
5.5,339
5.51,340
5.52,340
5.53,339
5.54,339
5.55,340
5.56,339
5.57,341
5.58,340
5.59,339
5.6,339
5.61,341
5.62,339
5.63,339
5.64,339
5.65,343
5.66,341
5.67,345
5.68,342
5.69,341
5.7,346
5.71,338
5.72,334
5.73,323
5.74,335
5.75,351
5.76,339
5.77,349
5.78,337
5.79,340
5.8,331
5.81,339
5.82,340
5.83,340
5.84,338
5.85,340
5.86,340
5.87,339
5.88,340
5.89,339
5.9,339
5.91,340
5.92,340
5.93,339
5.94,341
5.95,340
5.96,339
5.97,341
5.98,340
5.99,341
6,337
6.01,339
6.02,339
6.03,340
6.04,339
6.05,339
6.06,339
6.07,340
6.08,340
6.09,338
6.1,337
6.11,339
6.12,346
