0,323
0.01,323
0.02,322
0.03,319
0.04,321
0.05,321
0.06,321
0.07,321
0.08,321
0.09,322
0.1,321
0.11,322
0.12,322
0.13,322
0.14,320
0.15,324
0.16,321
0.17,321
0.18,320
0.19,321
0.2,321
0.21,321
0.22,321
0.23,322
0.24,321
0.25,321
0.26,320
0.27,321
0.28,322
0.29,320
0.3,321
0.31,320
0.32,321
0.33,320
0.34,321
0.35,322
0.36,322
0.37,322
0.38,322
0.39,321
0.4,321
0.41,321
0.42,321
0.43,320
0.44,322
0.45,322
0.46,320
0.47,320
0.48,321
0.49,322
0.5,321
0.51,321
0.52,322
0.53,322
0.54,322
0.55,320
0.56,322
0.57,320
0.58,322
0.59,320
0.6,321
0.61,317
0.62,321
0.63,322
0.64,322
0.65,325
0.66,322
0.67,322
0.68,321
0.69,321
0.7,322
0.71,322
0.72,321
0.73,321
0.74,323
0.75,322
0.76,320
0.77,321
0.78,321
0.79,322
0.8,320
0.81,315
0.82,334
0.83,319
0.84,321
0.85,319
0.86,319
0.87,314
0.88,319
0.89,321
0.9,316
0.91,320
0.92,323
0.93,323
0.94,320
0.95,320
0.96,326
0.97,320
0.98,321
0.99,320
1,322
1.01,320
1.02,322
1.03,322
1.04,320
1.05,320
1.06,323
1.07,322
1.08,319
1.09,319
1.1,323
1.11,322
1.12,322
1.13,319
1.14,323
1.15,318
1.16,323
1.17,325
1.18,321
1.19,326
1.2,326
1.21,329
1.22,323
1.23,319
1.24,318
1.25,311
1.26,322
1.27,321
1.28,319
1.29,319
1.3,313
1.31,319
1.32,315
1.33,320
1.34,320
1.35,321
1.36,321
1.37,320
1.38,321
1.39,322
1.4,317
1.41,322
1.42,318
1.43,322
1.44,320
1.45,321
1.46,321
1.47,321
1.48,321
1.49,322
1.5,321
1.51,319
1.52,321
1.53,321
1.54,314
1.55,323
1.56,322
1.57,318
1.58,324
1.59,324
1.6,324
1.61,315
1.62,320
1.63,320
1.64,326
1.65,324
1.66,321
1.67,325
1.68,329
1.69,325
1.7,322
1.71,320
1.72,321
1.73,321
1.74,319
1.75,321
1.76,321
1.77,321
1.78,320
1.79,331
1.8,319
