0,337
0.01,336
0.02,337
0.03,337
0.04,336
0.05,335
0.06,337
0.07,337
0.08,337
0.09,335
0.1,334
0.11,337
0.12,337
0.13,337
0.14,336
0.15,336
0.16,337
0.17,338
0.18,336
0.19,337
0.2,337
0.21,336
0.22,337
0.23,336
0.24,336
0.25,337
0.26,337
0.27,336
0.28,336
0.29,336
0.3,335
0.31,336
0.32,335
0.33,335
0.34,337
0.35,338
0.36,336
0.37,336
0.38,338
0.39,336
0.4,336
0.41,339
0.42,337
0.43,338
0.44,338
0.45,336
0.46,337
0.47,335
0.48,343
0.49,346
0.5,330
0.51,338
0.52,333
0.53,331
0.54,336
0.55,342
0.56,336
0.57,337
0.58,334
0.59,338
0.6,341
0.61,336
0.62,335
0.63,335
0.64,338
0.65,340
0.66,340
0.67,343
0.68,339
0.69,337
0.7,336
0.71,337
0.72,338
0.73,337
0.74,337
0.75,339
0.76,340
0.77,337
0.78,334
0.79,338
0.8,325
0.81,325
0.82,348
0.83,332
0.84,342
0.85,324
0.86,339
0.87,329
0.88,337
0.89,324
0.9,336
0.91,333
0.92,336
0.93,339
0.94,337
0.95,336
0.96,334
0.97,335
0.98,337
0.99,319
1,339
1.01,336
1.02,338
1.03,333
1.04,334
1.05,338
1.06,341
1.07,337
1.08,338
1.09,335
1.1,337
1.11,337
1.12,336
1.13,335
1.14,336
1.15,336
1.16,336
1.17,340
1.18,339
1.19,340
1.2,335
1.21,333
1.22,337
1.23,334
1.24,347
1.25,297
1.26,328
1.27,340
1.28,340
1.29,332
1.3,333
1.31,340
1.32,334
1.33,337
1.34,345
1.35,340
1.36,337
1.37,329
1.38,332
1.39,341
1.4,342
1.41,337
1.42,338
1.43,334
1.44,338
1.45,337
1.46,337
1.47,339
1.48,338
1.49,332
1.5,332
1.51,338
1.52,341
1.53,335
1.54,340
1.55,343
1.56,339
1.57,337
1.58,337
1.59,335
1.6,349
1.61,336
1.62,336
1.63,339
1.64,336
1.65,334
1.66,334
1.67,336
1.68,340
1.69,339
1.7,338
1.71,335
1.72,335
1.73,341
1.74,338
1.75,338
1.76,339
1.77,338
1.78,337
1.79,337
1.8,338
1.81,337
1.82,333
1.83,334
1.84,338
1.85,339
1.86,334
1.87,337
1.88,336
1.89,342
1.9,340
1.91,335
1.92,337
1.93,341
1.94,337
1.95,332
1.96,335
1.97,341
1.98,338
1.99,338
2,338
2.01,339
2.02,336
2.03,336
2.04,336
2.05,334
2.06,341
2.07,337
2.08,337
2.09,332
2.1,336
2.11,337
2.12,329
2.13,337
2.14,341
2.15,339
2.16,341
2.17,337
2.18,337
2.19,338
2.2,337
2.21,337
2.22,335
2.23,340
2.24,338
2.25,334
2.26,335
2.27,339
2.28,336
2.29,336
2.3,337
2.31,338
2.32,337
2.33,337
2.34,338
2.35,338
2.36,333
2.37,337
2.38,337
2.39,337
2.4,338
2.41,338
2.42,336
2.43,337
2.44,337
2.45,338
2.46,336
2.47,337
2.48,335
2.49,339
2.5,335
2.51,335
2.52,336
2.53,338
2.54,337
2.55,332
2.56,339
2.57,345
2.58,344
2.59,337
2.6,339
2.61,336
2.62,331
2.63,341
2.64,336
2.65,335
2.66,338
2.67,336
2.68,336
2.69,331
2.7,341
2.71,336
2.72,335
2.73,340
2.74,339
2.75,337
2.76,336
2.77,336
2.78,337
2.79,331
2.8,339
2.81,337
2.82,337
2.83,336
2.84,336
2.85,336
2.86,338
2.87,333
2.88,338
2.89,329
2.9,334
2.91,337
2.92,335
2.93,330
2.94,339
2.95,337
2.96,341
2.97,336
2.98,337
2.99,337
3,334
3.01,335
