idx,YOLO_pred,LSTM_pred
10,6,2
15,4,2
20,4,1
25,4,1
30,6,1
35,6,2
40,6,2
45,6,2
50,6,2
55,6,2
60,6,2
65,6,2
70,6,2
75,6,2
80,4,2
85,4,1
90,6,1
95,6,2
100,6,2
105,4,2
110,6,1
115,4,1
120,4,1
125,4,1
130,4,1
135,4,1
140,4,1
145,4,1
150,4,1
155,4,1
160,4,1
165,4,1
170,4,1
175,4,1
180,6,1
185,4,1
190,4,2
195,6,1
200,0,1
205,6,0
210,1,2
215,4,2
220,4,1
225,4,1
230,4,1
235,6,1
240,6,2
245,6,2
250,4,2
255,4,1
260,4,1
265,4,1
270,4,1
275,4,1
280,4,1
285,4,1
290,0,1
295,6,1
300,6,2
305,6,2
310,6,2
315,6,2
320,6,2
325,6,2
330,6,2
335,4,2
340,4,1
345,6,1
350,6,1
355,6,2
360,6,2
365,4,1
370,6,1
375,4,1
380,4,1
385,6,1
390,6,2
395,6,2
400,6,2
405,6,2
410,6,2
415,0,2
420,0,0
425,0,0
430,0,0
435,0,0
440,0,0
445,0,0
450,6,0
455,4,0
460,4,1
465,4,1
470,6,1
475,6,1
480,6,2
485,6,2
490,6,2
495,6,2
500,6,2
505,6,2
510,6,2
515,6,2
520,4,2
525,6,2
530,6,2
535,0,2
540,6,2
545,6,2
550,6,2
555,3,2
560,3,2
565,0,1
570,3,1
575,2,0
580,6,1
585,2,1
590,6,1
595,6,2
600,6,2
605,0,2
610,0,0
615,6,0
620,6,2
625,6,2
630,6,2
635,6,2
640,6,2
645,6,2
650,6,2
655,6,2
660,6,2
665,6,2
670,6,2
675,6,2
680,6,2
685,6,2
690,6,2
695,6,2
700,6,2
705,6,2
710,6,2
715,6,2
720,6,2
725,6,2
730,6,2
735,6,2
740,6,2
745,6,2
750,6,2
755,6,2
760,6,2
765,6,2
770,6,2
775,6,2
780,6,2
785,6,2
790,6,2
795,6,2
800,6,2
805,6,2
810,6,2
815,6,2
820,6,2
825,6,2
830,6,2
835,6,2
840,6,2
845,6,2
850,6,2
855,6,2
860,6,2
865,6,2
870,6,2
875,6,2
880,6,2
885,6,2
890,6,2
895,6,2
900,6,2
905,6,2
910,6,2
915,3,2
920,3,1
925,3,1
930,3,1
935,3,1
940,3,1
945,3,1
950,3,1
955,3,1
960,3,1
965,3,1
970,3,1
975,3,1
980,3,1
985,3,1
990,3,1
995,3,1
1000,3,1
1005,3,1
1010,3,1
1015,3,1
1020,3,1
1025,3,1
1030,3,1
1035,3,1
1040,3,1
1045,3,1
1050,3,1
1055,3,1
1060,3,1
1065,3,1
1070,3,1
1075,3,1
1080,3,1
1085,3,1
1090,3,1
1095,3,1
1100,3,1
1105,3,1
1110,4,1
1115,4,1
1120,4,1
1125,4,1
1130,4,1
1135,4,1
1140,4,1
1145,4,1
1150,4,1
1155,4,1
1160,6,1
1165,6,1
1170,6,2
1175,6,2
1180,6,2
1185,6,2
1190,6,2
1195,6,2
1200,6,2
1205,6,2
1210,6,2
1215,6,2
1220,6,2
1225,6,2
1230,6,2
1235,6,2
1240,6,2
1245,6,2
1250,6,2
1255,6,2
1260,6,2
1265,6,2
1270,6,2
1275,6,2
1280,6,2
1285,6,2
1290,6,2
1295,6,2
1300,6,2
1305,6,2
1310,6,2
1315,6,2
1320,6,2
1325,6,2
1330,6,2
1335,6,2
1340,0,2
1345,0,0
1350,0,0
1355,0,0
1360,3,0
1365,3,0
1370,2,0
1375,0,0
1380,0,0
1385,0,0
1390,0,0
1395,0,0
1400,0,0
1405,0,0
1410,0,0
1415,0,0
1420,0,0
1425,0,0
1430,0,0
1435,0,0
1440,0,0
1445,0,0
1450,0,0
1455,0,0
1460,0,0
1465,0,0
1470,0,0
1475,0,0
1480,0,0
1485,0,0
1490,0,0
1495,0,0
1500,0,0
1505,0,0
1510,0,0
1515,0,0
1520,0,0
1525,0,0
1530,1,0
1535,1,0
1540,1,0
1545,1,0
1550,1,0
1555,1,0
1560,1,0
1565,1,0
1570,6,0
1575,6,2
1580,6,2
1585,6,2
1590,6,2
1595,6,2
1600,6,2
1605,6,2
1610,6,2
1615,6,2
1620,6,2
1625,6,2
1630,6,2
1635,6,2
1640,6,2
1645,6,2
1650,6,2
1655,6,2
1660,6,2
1665,6,2
1670,6,2
1675,6,2
1680,6,2
1685,6,2
1690,6,2
1695,6,2
1700,6,2
1705,6,2
1710,6,2
1715,6,2
1720,6,2
1725,6,2
1730,6,2
1735,6,2
1740,6,2
1745,6,2
1750,6,2
1755,6,2
1760,6,2
1765,6,2
1770,6,2
1775,6,2
1780,6,2
1785,6,2
